nngc 快到
xtvd 乡姑
xtvf 乡妹
xtvy 纷乱如麻
xtw 飨
xtwe 飨
xtwf 组委会
xtwg 缝合
xtwn 疑似
xtwq 绣像
xtws 纤体
xtww 纳税人
xtwy 乡邻
xtxa 绛红
xtxb 张弛
xtxc 络绎
xtxe 乡级
xtxf 终结
xtxg 缝线
xtxi 络纱
xtxj 乡绅
xtxk 纤绳
xtxl 纤细
xtxt 纤纤
xtxu 纤弱
xtxv 缝纫
xtxw 纤维
xtxx 络丝
xtya 乡试
xtyl 疑为
xtyn 张望
xtyo 乡谈
xtyp 纤毫
xtyq 疑义
xtyv 张良
xu 弱
xuad 弱项
xuaq 缓冲区
xuaw 红颜薄命
xuax 弹药
xubb 弹子
xubk 纡尊降贵
xubm 弹出
xubn 弹孔
xuct 强颜欢笑
xud 缮
xudb 绻
xudd 弱碱
xudf 弹压
xudk 缮
xudq 弗兰克
xudt 绕道而行
xudw 弹奏
xuef 绊脚
xuew 绷着脸
xuf 绊
xufg 弹雨
xufh 绊
xufm 弹击
xufp 弹壳
xuft 弱者
xufy 弹坑
xuga 绞刑
xugc 弹到
xugf 弱于
xugg 弹琴
xugq 绞死
xugu 弹夹
xuhk 弱点
xuih 弱小
xuii 纯净水
xuiq 弱光
xuj 弹
xuje 缔盟
xujf 弹
xujn 弱电
xukh 弹跳
xukj 弹唱
xul 缯
xulg 弱国
xulj 缯
xulk 绞架
xult 弹力
xumq 弱风
xunn 线装书
xunt 弹性
xup 缔
xupf 弱冠
xupg 缮写
xuph 缔
xupy 弱视
xuq 绞
xuqk 疑问句
xuqs 绞杀
xuqy 绞
xurf 弱质
xurn 弹拨
xurt 绞手
xurv 弱势
xurx 弹指
xusg 弱酸
xusm 终端机
xuta 弹簧
xutd 弱智
xute 绞盘
xutf 缔造
xuth 弹片
xutm 弹射
xuuc 绞痛
xuud 弹头
xuuj 弱音
xuuq 缔交
xuut 弹道
xuuv 弹痕
xuv 缣
xuvn 绞刀
xuvo 缣
xuvy 弹丸
xuw 缢
xuwb 弹仓
xuwg 绊倒
xuwl 缢
xuwx 弱化
xuwy 绊住
xux 弱
xuxe 缩头缩脑
xuxf 缔结
xuxi 绞纱
xuxn 弹弓
xuxq 缔约
xuxt 绨
xuxu 弱
xuxy 绞缠
xuyn 弹劾
xuyt 弱旅
xuyw 红头文件
xv 绿
xvaa 绿芽
xvab 绿荫
xvai 绿藻
xvaj 绿草
xval 绿茵
xvap 绿营
xvaw 绿茶
xvbb 红刀子出
xvbw 绿队
xvec 绿肥
xvfb 绿地
xvff 绿墙
xvgk 绿豆
xvgy 绿玉
xvhh 绿卡
xvi 绿
xvih 绿波
xvii 绿水
xvip 绿党
xvis 绍酒
xvit 绿海
xviw 绍兴
xviy 绿洲 绿
xvj 缫
xvjf 绿野
xvjs 缫
xvjv 结婚照
xvjy 绿影
xvk 绍
xvkf 绿叶
xvkg 绍
xvl 缁
xvlg 缁
xvmh 绿帽
xvmm 绿山
xvnd 绍剧
xvnu 强奸民意
xvos 绿灯
xvpf 弹丸之地
xvpg 强弩之末
xvqc 绿色
xvqy 绿岛
xvrt 弓弩手
xvsc 绿树
xvsf 绿枝
xvss 绿林
xvtf 绿毛
xvth 纪录片
xvtt 绿竹
xvty 绿篱
xvuf 绿装
xvuj 绿意
xvvt 绝妙好辞
xvwj 绍介
xvwx 绿化
xvxd 纨绔
xvxx 缫丝
xvy 纫
xvye 绿衣
xvyg 结婚证
xvyy 纫 纨
xw 给
xwad 维基
xwai 纷落
xwbb 缎子
xwbg 纵隔
xwbm 给出
xwbw 纵队
xwcb 给予
xwcm 纵观
xwcu 疑信参半
xwcv 维艰
xwd 缎
xwdc 缎
xwde 纵有
xwdr 纪念碑
xwem 绩优股
xwf 绘
xwfc 绘
xwff 纪念封
xwfh 纷起
xwfn 纵声
xwg 给
xwge 疑人不用
xwgk 给 缎带
xwgl 绘画
xwgq 缏
xwhh 纵目
xwhi 纵步
xwih 引人注目
xwii 给水
xwip 纵深
xwis 纵酒
xwjg 纵是
xwjj 纪念日
xwjt 纵览
xwkg 纷呈
xwkh 给足
xwkk 纪念品
xwlm 纵轴
xwlt 绘图
xwmh 红领巾
xwmm 纪念册
xwn 缑
xwnd 缑
xwng 纵情
xwnn 绝命书
xwnp 缒
xwnt 纲领性
xwnu 纷飞
xwny 给以
xwoo 纵火
xwpg 给定
xwpt 维客
xwpw 纵容
xwqd 纵然
xwqg 给钱
xwqn 纪念馆
xwqv 纷争
xwqw 强作解人
xwrc 强人所难
xwrd 纷扰
xwrf 维持
xwrm 绘制
xwry 维护
xwsa 纵横
xwsc 维权
xwss 维柯
xwtd 纷乱
xwte 引人入胜
xwtg 维生
xwtk 维和
xwtm 纵向 纵身
xwtx 维系 纷繁
xwud 给养
xwug 综合症
xwuh 维修站
xwuj 纪念章
xwus 维新
xwv 纷
xwvn 纷
xwvs 纷杂
xww 纵
xwwf 给付
xwwg 纵使
xwwh 维修
xwws 纪传体
xwwv 给分
xwww 纵欲
xwwy 纵
xwx 纶
xwxf 纷纭 纵贯
xwxm 维纳
xwxn 纶
xwxw 纷纷
xwy 维
xwya 维度
xwyg 维
xwyi 绘就
xwyo 纵谈
xwyt 维族
xwyw 纵论
xwyy 维文
xx 比
xxa 畿
xxab 毕节
xxad 维纳斯
xxah 幽雅
xxaj 比划
xxal 畿
xxbu 纨绔子弟
xxbw 比附
xxcc 结结巴巴
xxce 皆能
xxcf 比对
xxde 皆有
xxdg 纺织厂
xxdi 结绳而治
xxdt 缘故
xxdw 绰绰有余
xxe 缘
xxeq 红细胞
xxey 缘 比及
xxf 毕
xxfc 幽魂
xxfg 比干
xxfh 比起 缘起
xxfj 毕
xxfk 毕露
xxfp 比索
xxfq 幽远
xxft 终结者
xxg 丝
xxga 比武
xxgc 毕至
xxge 幽静
xxgf 丝 缘于 纹丝不动
xxgg 鸶
xxgi 纠缠不清
xxgk 丝带
xxgm 幽丽
xxgo 比来
xxgx 毙 络绎不绝
xxie 毕肖
xxif 比法
xxin 纰漏
xxip 幽深
xxiq 丝光
xxiw 比兴
xxj 绋
xxje 幽明
xxjf 幽昧
xxjg 比量
xxjh 绋
xxju 幽暗
xxjv 比照
xxkh 丝路
xxkk 纺织品
xxkl 幽咽
xxkw 比喻
xxld 皆因
xxlf 幽默
xxlg 畿辅
xxln 幽思
xxlu 比较
xxm 幽
xxma 幽曲
xxmg 皆同
xxmh 缘由
xxmk 幽
xxmq 丝网
xxn 比
xxnd 幽居
xxnf 幽愤
xxng 幽情
xxnl 比翼
xxnn 缠绵悱恻
xxnt 毖
xxog 毕业
xxoo 红红火火
xxos 红绿灯
xxov 比数
xxoy 丝米
xxpe 皆宜
xxpf 比赛
xxph 幽寂
xxpj 幽冥
xxpk 丝绸之路
xxpp 缝缝补补
xxpu 丝袜
xxpw 幽邃
xxqb 幽怨
xxqd 幽然
xxqi 比尔
xxqu 绰约多姿
xxqw 丝锥
xxr 皆
xxrc 丝瓜
xxrf 皆 丝质
xxrg 比丘
xxrh 比年
xxri 幽泉
xxrm 引经据典
xxrn 比拟
xxrr 纷纷扬扬
xxru 比拼
xxrv 比热
xxsg 比配
xxsk 皆可
xxsm 缝纫机
xxsr 丝棉
xxss 幽禁
xxsw 红缨枪
xxta 毕升
xxtc 幽径
xxtd 皆知
xxtg 比重 毕生
xxtj 幽香
xxtl 皆备
xxtm 幽微
xxtr 比特 丝丝入扣
xxtt 丝竹
xxud 丝状
xxuf 幽闭
xxug 比美
xxuj 毕竟
xxuk 组织部
xxuy 幽门
xxvk 比如
xxvo 幽灵
xxvp 幽婉
xxwa 编织袋
xxwf 幽会 比值
xxwg 比例
xxwn 幽僻
xxws 缘何 绝缘体
xxwt 比作
xxwv 比分 缘分
xxww 比价 经纪人 幽谷
xxwy 比邻
xxx 纟
xxxa 丝绒
xxxg 丝线
xxxj 比比皆是
xxxk 丝织
xxxm 丝绸
xxxn 纰
xxxr 丝绵
xxxv 幽绿
xxxx 幽幽 纟
xxxy 丝弦
xxya 比试
xxyf 比诸
xxym 纽约市
xxyn 比肩
xxyp 丝毫
xxyt 纽约州
xxyx 比率
xxyy 比方
xy 纺
xyaf 编著
xyaw 统共
xyb 缡
xybc 缡
xybm 编出
xybw 编队
xyc 统
xycc 统驭
xycm 统观
xycq 统
xycy 母夜叉
xydc 编码
xydg 强词夺理
xydh 缠在
xydn 编成
xydu 比肩而立
xyee 弦月
xyft 编者 统考
xyge 统计表
xygg 统一
xygj 纹理
xygk 统带
xygq 编列
xygu 丝毫不差
xygx 缟素
xyhh 缠上
xyhk 统战
xyic 统治
xyih 纹波
xyip 统计学
xyir 编派
xyj 缠
xyjc 缠紧
xyjf 缠
xyjm 统帅
xykg 编号
xykh 纹路
xylg 纺车
xylk 编辑
xylp 统辖
xylx 毋庸置疑
xym 缟
xyma 编曲
xymk 缟
xymq 统购
xymw 编内
xyn 纺
xyna 编
xynd 编剧
xynf 编导
xynh 纹眉
xynn 统计局
xynt 编发
xynu 红衰翠减
xypg 编写
xypj 编审
xyqg 编印
xyqh 编外
xyqi 弦乐
xyqk 编钟
xyqp 纺锭
xyqt 纺锤
xyqv 纹银
xyrb 统摄
xyrd 编排
xyrg 编后
xyrh 编年
xyri 细高挑
xyrj 统揽
xyrk 比肩接踵
xyrl 编舞
xyrm 编制
xyrn 编撰
xyrt 红旗手
xyrv 统招
xysg 统配
xysk 弦歌
xysm 纺机
xysu 编校
xyt 纩
xytd 统筹
xyte 统舱
xytf 编造
xyth 编纂
xytk 编程
xytm 缠身 纹身
xytp 统管
xytq 统称
xytr 统御
xytv 编委
xyty 编入
xyud 缠着
xyuq 编次
xyvf 统建
xyvi 编录
xywb 编创
xywg 统合
xywh 编修
xywt 编余
xywv 统分
xyww 缠人
xywx 统货
xywy 统领 缠住
xyx 弦
xyxa 缠绕
xyxe 编组
xyxf 缠结
xyxg 经文纬武
xyxi 纺纱
xyxk 纺织 编织
xyxr 缠绵
xyxx 纺丝
xyxy 弦 统统
xyy 纹
xyyc 编译
xyyf 统计
xyyi 编就
xyys 编订
xyyx 统率
xyyy 毋庸讳言
y 主 言
ya 度
yaa 试
yaaa 试工
yaab 遮荫
yaad 遮藏
yaaf 席勒
yaag 试
yaah 诫
yaaj 谋划
yaak 良药苦口
yaal 诬蔑
yaau 遮蔽
yabb 席子
yabc 谋取
yabj 遮阳
yabk 谋职
yabm 庶出
yabq 诬陷
yabw 施工队
yaby 谨防
yac 度
yaci 度
yacw 试验
yacy 诓骗
yad 诺
yada 刻苦耐劳
yadk 诺
yadm 谋面
yadn 谌
yadq 鹧鸪
yaet 试用
yaf 谋
yafb 席地
yafg 谋士
yafi 谋求
yafj 试刊
yafn 试场
yafp 度过
yafs 谋
yag 讧
yagb 诺顿
yagg 诓
yagj 度理
yagk 诬赖
yagl 放荡不羁
yago 诺基亚
yagx 麻黄素
yagy 良莠不齐
yah 讶
yaha 遮瞒
yahh 席上
yahk 试点
yaht 讶
yaip 试演
yaiq 遮光
yait 广东省
yaj 谟
yajd 谟
yajg 试题 度量 充其量
yajj 度日
yajl 诺曼
yajm 试映
yak 谨 廑
yakg 谨 廑
yakj 试唱
yakr 试听
yalf 文工团
yalg 试车
yalh 遮罩
yalk 试驾
yalt 试图 谋略
yalu 文艺圈
yalw 文艺界
yam 席
yama 度曲
yamf 谋财
yamh 席
yamm 试岗
yamt 庶几
yan 谍
yana 庶民
yanf 谨慎
yang 讵
yani 翩若惊鸿
yans 谍
yant 计划性
yanu 试飞
yany 庹
yao 庶
yaog 鹧
yaoi 庶
yaop 遮
yaov 度数
yapd 谋害
yapg 谋定
yapj 庆功宴
yapw 试穿
yaq 讴
yaqa 试错
yaqd 讶然
yaqi 试销
yaqj 谮
yaqk 诫勉
yaqn 谨饬
yaqs 谋杀
yaqu 试镜
yaqw 庸医杀人
yaqy 讴
yarb 谎报
yarc 谋反
yard 遮掩
yarh 试看
yari 遮挡
yarm 试制
yarn 忘其所以
yarp 试探
yart 试播
yaru 遮拦
yarv 评功摆好
yary 遮护
yasg 诬枉
yash 试想
yask 讴歌
yasu 试样
yatc 谋私
yate 试航
yatf 试行 诬告
yatg 谋生
yath 谋算
yati 论功行赏
yatj 谋利
yatk 试种
yatl 庶务
yatm 度身
yatp 试管
yatq 谎称
yatt 试笔
yatu 调节税
yaty 计划生育
yaud 席卷 试卷 遮羞
yaug 遮盖
yauj 席间
yauk 试问
yaul 说黄道黑
yauq 席次
yaus 说东道西
yaut 试产
yavi 讳莫如深
yavq 试婚
yaw 诬
yawf 庆功会
yawg 度命
yawn 度假
yawu 席位
yaww 庶人 诬
yawy 遮住
yaxg 庶母
yaxq 试纸
yay 谎
yaya 试试
yaye 试衣
yayf 试讲
yayj 试剂
yayk 试训
yayn 谨记
yayp 诸葛亮
yayq 谎
yayt 谎话
yayw 试论
yayy 谎言 诺言
yb 离
ybae 离散
yban 离世
ybaw 烹茶
ybb 郭
ybbb 离子
ybbh 郭
ybbk 离职
ybbm 敦聘
ybbw 离队
ybc 诹
ybcc 离骚
ybce 亨通
ybcl 敦劝
ybcy 诹
ybdd 望子成龙
ybde 享有
ybdj 敦厚
ybdp 诸子百家
ybds 离奇
ybdw 计出万全
ybep 享受
ybet 享用
ybew 熟脸
ybf 享
ybfb 熟地
ybfc 离去
ybff 熟土
ybfn 离场
ybfp 离过
ybft 应聘者
ybfu 离境
ybga 离开
ybgt 高出一筹
ybgu 充耳不闻
ybh 邝 邡
ybha 熟虑
ybhf 敦睦
ybht 熟睡
ybhx 离此
ybia 离港
ybib 言出法随
ybit 高阳酒徒
ybiw 享誉
ybj 亨
ybjg 离题
ybkh 熟路
ybkk 变阻器
ybkl 离别
ybln 熟思
yblv 离轨
ybm 离
ybmc 离
ybmd 离岸
ybmh 诎
ybmm 离岗
ybna 离异
ybng 离情
ybnu 熟习
ybnw 语出惊人
ybny 离心
ybo 烹
ybor 敦煌
ybou 孰料 烹
ybpb 熟字
ybpe 离家
ybpk 离宫
ybpt 熟客
ybpu 敦实
ybpy 享福
ybq 鹑
ybqe 离解
ybqg 鹑
ybqi 享乐
ybqn 烹饪
ybqr 熟铁
ybrh 享年
ybrm 烹制
ybrt 熟手
ybsr 离析
ybst 离格
ybsu 离校
ybt 敦
ybtd 熟知
ybte 熟透
ybth 说了算
ybtj 亨利
ybtn 憝
ybto 熟悉
ybtw 熟稔
ybty 敦
ybuj 离间
ybut 熟道
ybv 熟
ybvf 塾
ybvo 熟
ybvq 离婚
ybvt 离群
ybvv 熟女
ybvy 孰
ybwg 离合
ybwk 敦促
ybws 离休
ybwt 离任
ybww 熟人
ybwx 熟化
ybwy 熟食
ybxa 熟练
ybxg 离线
ybxt 离乡
ybxy 离弦
ybya 离席
ybyc 离弃
ybyf 熟读
ybyg 敦请
ybyi 离京
ybyk 熟识
ybym 烹调
ybyn 熟记
ybyu 离谱
yc 充
yca 弃
ycaf 译著
ycaj 序幕 弃
ycal 育苗
ycb 序
ycbb 弃子
ycbe 袤
ycbk 序 谲
ycbm 译出
ycbw 弃除
ycdc 译码
ycdn 译成
yce 育
ycec 充盈
ycef 育
yceh 诵
ycen 充肠
ycet 弃用
ycf 译
ycff 充填
ycfh 译
ycfn 孰能无情
ycft 译者
ycgf 弃于
ycgq 序列
ycgw 谓予不信
ychh 序目
ychj 弃旧
ychw 育龄
ycia 充满
ycif 变戏法
ycig 充沛
ycii 充水
ycip 弃学
yciu 充溢
yciv 充当
yciy 译注
ycjn 充电
yck 诒
yckg 序号 诒
yckh 充足
yckk 试验品
yckm 译员
yclf 弃置
ycll 试验田
ycma 序曲
ycmm 育婴
ycov 充数 序数
ycpe 弃家
ycpf 充塞
ycpl 充军
ycpn 弃官
ycpp 弃之
ycpu 充实 充裕
ycq 充
ycqb 充
ycqk 译名
ycqn 充饥
ycqt 育儿
ycqv 育雏
ycrm 译制
ycrn 充气
ycry 充斥
ycsc 弃权
ycsg 译本
ycss 育林
ycsu 亭台楼阁
ycsy 译述
yct 诶
ycta 熟能生巧
yctd 诶
ycte 弃船
yctk 育种
yctl 充血
yctm 育秧
yctt 译笔
ycty 译稿
ycud 弃养
ycuj 译音
ycvb 充好
ycvi 应对如流
ycvv 弃妇
ycwc 充公
ycwf 充值
ycwt 充任
ycwv 充分
ycww 育人
ycwx 诵佛
ycxc 诵经
ycxl 育幼
ycxq 弃绝
ycya 高难度
ycyf 诵读
ycyl 译为
ycyt 谲诈
ycyw 序论
ycyy 译文 序言 序文
yd 庆
ydaa 斋戒
ydad 斋期
ydae 斋菜
ydal 庆功
ydbk 靡有孑遗
ydbm 诚聘
yddd 庞大
yddr 诚愿
yddt 庆寿
yddu 广厦万间
yddw 言而有信
ydeb 诚服
ydee 斋月
ydes 唐三彩
ydfh 望而却步
ydfu 庆幸
ydfw 言而无信
ydg 诂
ydgd 毫厘不爽
ydgh 谑而不虐
ydgu 议而不决
ydgw 哀而不伤
ydhh 望而止步
ydi 庆
ydip 斋堂
ydiy 诔
ydj 诽
ydjd 诽
ydjj 齑
ydjn 庵
ydkg 盲聋哑
ydkk 变压器
ydlk 庆贺
ydm 斋
ydma 庆典
ydmj 斋
ydmw 齐达内
ydn 诚
ydnd 应有尽有
ydnn 请愿书
ydnt 诚
ydny 诚心
ydo 诙
ydow 齑粉
ydoy 诙
ydpf 唐太宗
ydpu 诚实
ydpy 庆祝
ydqd 诚然
ydqk 高压锅
ydqn 斋饭
ydqq 座右铭
ydqu 放大镜
ydqy 库页岛
ydrm 唐古拉山
ydrv 诚挚
ydry 诚邀
ydsh 诚朴
ydtc 诚笃
ydtg 诚征
ydtl 望而生畏
ydtp 广而告之
yduj 诚意
ydul 说三道四
ydve 诚恳
ydvk 诚如
ydvs 庞杂
ydwg 为非作歹
ydws 衣原体
ydwy 诚信
ydx 庞
ydxv 庞
ydyd 施耐庵
ydyg 斋主
ydyl 康有为
ydyu 诽谤
ydyx 诙谐
ye 衣
yead 试用期
yeaf 衣鞋
yeap 哀荣
year ^$Y年 ^$y年
yeav 哀切
yecb 哀矜
yedh 哀艳
yedm 裹脚布
yeeb 衣服
yeeq 衣胞
yef 谖
yefa 哀哉
yefc 谖
yefi 哀求
yefn 康乃馨
yeg 诅
yegg 诅
yegk 衣带
yegu 衣夹
yeip 衣裳
yeiu 哀泣
yeiy 高朋满座
yekc 哀叹
yekg 哀号
yekk 诅咒
yekm 哀吊
yekn 哀叫
yekq 哀鸣
yeku 哀啼
yeky 哀嚎
yeld 康采恩
yelk 衣架
yeln 哀思
yelt 说服力
yem 裔
yeme 肩胛骨
yemh 衣帽
yemk 裔
yenf 哀恸
yenh 哀悼
yent 衣履
yenw 哀怜
yeou 衣料
yepf 衣冠
yepu 衣衫 衣袖 衣襟
yeqb 哀怨
yeqe 衣角
yeqi 哀乐
yeqn 衣饰
yeqq 衣钩
yeqr 衣兜
yeqs 衣钵
yer 谣
yerk 衣扣
yerl 衣摆
yerm 谣
yerq 哀挽
yesa 衣柜
yesd 衣橱
yesg 高脚杯
yesk 哀歌
yeta 衣长
yetd 哀辞
yetf 哀告
yeth 试用版
yeto 哀愁
yetr 衣物
yets 衣箱
yeu 哀 衣
yeuc 哀痛
yeud 衣着
yeuf 衣装
yeve 哀恳
yevp 哀婉
yewa 衣袋
yewf 谣传
yewt 哀伤
yeww 谣俗
yewy 衣食 衣领
yexe 市县级
yey 诼
yeyn 语助词
yeyr 哀诉
yeyu 谣谚
yeyx 市盈率
yeyy 谣言 诼
yf 计
yfag 讨巧
yfaj 计划
yfap 言过其实
yfbb 庄子
yfbc 读取
yfbm 读出
yfbp 庄院
yfbq 毫无逊色
yfbs 就地取材
yfc 庋
yfcf 诗圣
yfci 庋
yfck 讲台
yfcw 诘难
yfd 庄
yfdc 诗友
yfdd 讨厌
yfde 计有
yfdg 读研
yfdh 读破
yfdn 读成
yfdr 诗碑
yfdt 应运而生
yfdw 席地而坐
yfem 庄股
yff 诗
yffc 诗云
yffe 亡魂丧胆
yfff 讲坛
yffg 诖
yffh 讲起
yffi 讲求
yffj 诗刊
yffl 言者无罪
yffp 读过 讲过
yfft 读者 讨教
yffw 言无二价
yffy 诗
yfga 遍地开花
yfgc 讲到
yfgi 讨还
yfgj 讲理
yfgl 文韬武略
yfgm 诘责
yfgn 言无不尽
yfgo 庄严
yfgt 方寸不乱
yfgu 讨平
yfgy 永志不忘
yfh 计 讦
yfhf 永无止境
yfhh 读卡
yfhj 讲桌
yfhy 座无虚席
yfif 讲法
yfig 讲清
yfip 讲学 讲演 讲堂
yfiw 诗兴
yfj 讲
yfje 讲明
yfjf 计时
yfjg 计量 讲师
yfjh 讲 应声虫
yfk 诘
yfkg 诘
yfkq 诗史
yfkt 讨吃
yflf 庄园
yflg 诸国
yflk 讨回
yfll 庄田
yflq 唐老鸭
yflu 计较
yfm 谳
yfma 讨贼
yfmd 谳
yfmg 诗赋
yfmq 诗风
yfmt 讨账
yfn 读
yfna 读懂
yfnd 读
yfng 讲情
yfnh 讳
yfnn 读书
yfnt 主动性
yfnu 讲习
yfov 计数 读数
yfoy 讨米
yfpb 方块字
yfpe 庄家
yfpf 读完
yfpg 读写
yfpn 主考官
yfpt 市井之徒
yfpw 讲究
yfpy 诗社
yfq 庑
yfqc 诸色
yfqd 文过饰非
yfqe 讲解
yfqg 讨钱
yfqk 诗句
yfqn 讨饭 讨饶
yfqq 诸多
yfqu 望远镜
yfqv 庑
yfrb 读报
yfrd 义无反顾
yfre 讲授
yfrg 读后
yfri 诗抄
yfrj 计提
yfrq 吝啬鬼
yfsc 主动权
yfsg 读本 计酬
yfsi 旗鼓相当
yfsk 诗歌
yfsm 永动机
yfsu 市直机关
yfsv 讨要
yfsy 讲述
yft 诸
yfte 读盘
yftg 庄重
yfth 计算
yfti 读秒
yftj 诸
yftk 讲和
yftp 庄稼
yftr 读物
yftu 计税
yftv 计委
yfty 诗篇 讲稿
yfuh 记者站
yfuj 诗意 读音
yfuk 诘问
yfus 讨亲
yfut 房地产
yfvb 讨好
yfvc 诸暨
yfve 郎才女貌
yfvi 启示录
yfvk 诸如
yfvt 诸君
yfvu 讨嫌
yfwa 讨伐
yfwc 诸公
yfwf 记者会
yfwg 讨债
yfwh 永无休止
yfwn 诸侯
yfwr 计件
yfws 诗体
yfwt 诗作
yfwu 诸位 语无伦次
yfwv 计分
yfww 诗人 计价
yfwy 诗集
yfxa 主教练
yfxc 诗经
yfxj 计费
yfxw 讲给
yfxy 毫无疑义
yfy 讨
yfya 计谋
yfyc 读诵
yfyf 说干就干
yfyg 讲评
yfyj 讲课
yfyn 诗词
yfyp 诗豪
yfyq 讲义
yfyt 讲话
yfyu 读谱
yfyw 讨论 讲座
yfyy 诗文 讳言 计议
yg 主
yga 斌
ygaa 评工
ygad 主项
ygae 主菜
ygah 斌
ygaj 遮天蔽日
ygal 请功
ygap 主营
ygat 主攻
ygaw 衣不蔽体
ygbb 主子
ygbe 谏阻
ygbk 评职
ygbm 评出
ygbn 忘不了
ygbq 语聊
ygbt 请降
ygbw 主队
ygca 评戏
ygcb 请予
ygcj 文不对题
ygcl 谏劝
ygcm 主观
ygcw 文武双全
ygd 主
ygdb 主顾
ygdc 齐天大圣
ygdg 语感
ygdh 主存
ygdm 主页
ygdp 夜不成寐
ygdr 请愿
ygdu 词不达意
ygdw 谋事在人
ygdy 高不成低不就
yge 请
ygeg 请
yget 请用
ygey 言不及义
ygfa 主裁
ygfc 主动
ygff 说不过去
ygfg 主干
ygfi 请求 请示
ygfj 请进
ygfk 广开才路
ygfn 主场
ygft 请教 主教 主考
ygfu 语境
ygga 离不开
yggb 方正不阿
yggc 请到
yggf 说一不二
yggh 放不下
yggi 夜静更深
yggj 评理
yggk 语速 主事
yggl 请柬
yggo 请来
yggq 义形于色
yggx 语素
yggy 语焉不详
ygh 证
ygha 妄下雌黄
yghg 证
yghh 谈不上
yghi 主频
yghk 评点 请战
ygia 语汇
ygic 主治
ygif 语法
ygig 说不清
ygim 评测
ygip 主演
ygiy 主流
ygje 证明
ygjg 主题
ygjj 席不暇暖
ygjm 主帅
ygjv 证照
ygk 语
ygkg 语
ygkj 主唱
ygkk 变速器
ygkr 请听
ygkw 应天顺人
ygl 谏
ygld 请罪
yglh 文不加点
ygli 谏
yglk 请回
yglm 主轴
yglt 主力
yglw 主办
ygly 主罚
ygmh 请帖
ygmk 广开财路
ygmq 主见
ygmt 主峰
ygmy 言不由衷
ygnd 评剧
ygnf 主导
ygnn 证书
ygnt 评改
ygnu 言不尽意
ygnv 放下屠刀
ygog 主业
ygon 评断
ygou 语料
ygoy 主粮
ygpf 语塞
ygpg 评定 说不定
ygpj 评审
ygpn 主官
ygpt 请客 主客 义不容辞
ygpu 证实 主宰 言下之意
ygpv 请安
ygpx 刻不容缓
ygpy 文天祥
ygq 廒
ygqe 主角
ygqg 衣不解带
ygqh 主外
ygqj 语象
ygqk 语句
ygqq 请多
ygqr 请勿
ygqt 主犯 廒
ygqv 主键
ygrf 主持
ygrh 请看
ygrn 证据 语气
ygrr 主抓
ygrs 主打 话不投机
ygrt 请托
ygrw 主推
ygsc 主权
ygsg 记事本
ygsm 主机
ygso 主楼
ygsr 评析 主板
ygss 高不可攀
ygsv 主要
ygsy 评述
ygtd 请辞
ygte 旗开得胜
ygtf 评选
ygtg 义正辞严
ygth 主牌
ygtj 说不得
ygtk 语种
ygtm 请向
ygtp 主管
ygtq 文责自负
ygtr 证物
ygts 变速箱
ygtt 主笔
ygtu 主科
ygtv 评委
ygtx 语系
ygu 评
ygud 证券 评判
yguf 遮天盖地
ygug 语病
yguh 评
yguj 主意 语音
yguk 请问
yguq 评奖 主次 主将
ygus 施瓦辛格
ygut 主产
yguu 评阅
yguw 说不准
yguy 夜不闭户
ygvi 语录
ygvn 主刀
ygvq 证婚
ygvt 语群
ygvv 主妇
ygwb 主创
ygwc 主公
ygwd 评估
ygwf 评传
ygwg 请便 请命
ygwh 主修
ygwj 评介
ygwk 高速公路
ygwn 请假
ygwq 请您
ygwr 证件
ygws 主体
ygwt 主任
ygwu 主位
ygwv 评分
ygww 评价 证人
ygwy 主食 证伪
ygxe 评级
ygxg 主线
ygxj 主旨
ygxm 请缨
ygxt 主张
ygxu 评弹
ygxx 评比
ygxy 主编
ygya 主席 主谋
ygyc 语序
ygyf 主讲 谈天说地 谢天谢地
ygyg 评语 主语 就事论事
ygyj 主课
ygyk 广开言路
ygyl 评为
ygym 语调
ygyn 证词 语词
ygyo 谈一谈
ygyq 主义
ygyr 鹿死谁手
ygyt 说来话长
ygyu 评说
ygyw 评论
ygyy 语言 语文 评议
yh 让
yha 谑
yhag 谑
yhbm 让出
yhdm 店面
yhfh 高瞻远瞩
yhfn 主战场
yhg 让
yhga 让开
yhhi 让步
yhin 为虎添翼
yhip 店堂
yhiy 让渡
yhjc 让贤
yhjf 店里
yhjm 放虎归山
yhk 店
yhkd 店
yhkh 让路
yhkk 变频器
yhkm 店员
yhlg 让车
yhlu 弃旧图新
yhmw 店内
yhng 计上心来
yhnt 盲目性
yhpe 店家
yhpr 座上宾
yhpt 座上客
yhpx 让它
yhqg 店铺
yhqk 店名
yhqt 施虐狂
yhqy 谈虎色变
yhta 店长
yhtf 讣告
yhtj 让利
yhtq 谑称
yhtr 让我
yhu 卞
yhub 讣闻
yhut 让道
yhuy 店门
yhwb 让他
yhwg 文具盒
yhwn 为虎傅翼
yhwp 望眼欲穿
yhwq 让你
yhwu 让位
yhww 让人 为虎作伥
yhxw 让给
yhy 讣
yhyf 亦步亦趋
yhyg 店主
yhym 调虎离山
yhyn 谦虚谨慎
yhyw 让座
yhyy 讣文
yi 就
yiad 就其
yiae 望尘莫及
yiaf 旅游鞋
yiai 就范 高深莫测
yiaj 应募
yiaq 旅游区
yiat 就医
